test case : H20SXM_aten::scaled_dot_product_attention
|  is_causal  |  scale   |                            input_shape                            | dtype  | duration_min(us) | duration_mean(us) | duration_max(us) | latency_value(us) |  flops_1D   |          flops_2D          |  flops_SFU  | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU |     io     | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU | io_efficient |
|    True     |   0.08   |          [[8, 8, 1, 128], [8, 1, 1, 128], [8, 1, 1, 80]]          |  bf16  |      106.61      |      106.85       |      107.08      |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.93e-07      |      2.34e-06      |      3.98e-07       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |        [[16, 8, 1, 128], [16, 1, 1, 128], [16, 1, 1, 80]]         |  bf16  |      107.06      |      107.61       |      108.17      |       2.02        |    [896]    |       [32768, 32768]       |    [128]    |      3.85e-07      |      4.65e-06      |      7.92e-07       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|    True     |   0.08   |        [[32, 8, 1, 128], [32, 1, 1, 128], [32, 1, 1, 80]]         |  bf16  |      107.23      |      107.94       |      108.34      |       2.04        |   [1792]    |       [65536, 65536]       |    [256]    |      7.69e-07      |      9.29e-06      |      1.58e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.12%     |
|    True     |   0.08   |          [[1, 8, 1, 128], [1, 1, 4, 128], [1, 1, 4, 80]]          |  bf16  |      94.15       |       94.57       |      95.10       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      2.74e-08      |      3.31e-07      |      5.63e-08       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[2, 8, 1, 128], [2, 1, 4, 128], [2, 1, 4, 80]]          |  bf16  |      105.02      |      105.49       |      105.64      |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      4.91e-08      |      5.93e-07      |      1.01e-07       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |          [[4, 8, 1, 128], [4, 1, 4, 128], [4, 1, 4, 80]]          |  bf16  |      106.31      |      106.65       |      106.94      |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      9.70e-08      |      1.17e-06      |      1.99e-07       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |          [[8, 8, 1, 128], [8, 1, 4, 128], [8, 1, 4, 80]]          |  bf16  |      106.87      |      107.24       |      107.61      |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.93e-07      |      2.33e-06      |      3.97e-07       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |        [[16, 8, 1, 128], [16, 1, 4, 128], [16, 1, 4, 80]]         |  bf16  |      106.38      |      106.91       |      107.28      |       2.02        |    [896]    |       [32768, 32768]       |    [128]    |      3.88e-07      |      4.68e-06      |      7.97e-07       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|    True     |   0.08   |        [[32, 8, 1, 128], [32, 1, 4, 128], [32, 1, 4, 80]]         |  bf16  |      105.96      |      106.86       |      107.49      |       2.04        |   [1792]    |       [65536, 65536]       |    [256]    |      7.78e-07      |      9.40e-06      |      1.60e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.12%     |
|    True     |   0.08   |          [[1, 8, 1, 128], [1, 1, 8, 128], [1, 1, 8, 80]]          |  bf16  |      94.90       |       95.18       |      95.41       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      2.72e-08      |      3.28e-07      |      5.59e-08       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[2, 8, 1, 128], [2, 1, 8, 128], [2, 1, 8, 80]]          |  bf16  |      105.90      |      106.58       |      106.79      |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      4.87e-08      |      5.88e-07      |      1.00e-07       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |          [[4, 8, 1, 128], [4, 1, 8, 128], [4, 1, 8, 80]]          |  bf16  |      106.91      |      107.14       |      107.39      |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      9.64e-08      |      1.16e-06      |      1.98e-07       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |          [[8, 8, 1, 128], [8, 1, 8, 128], [8, 1, 8, 80]]          |  bf16  |      107.16      |      107.71       |      108.19      |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.92e-07      |      2.32e-06      |      3.96e-07       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |        [[16, 8, 1, 128], [16, 1, 8, 128], [16, 1, 8, 80]]         |  bf16  |      106.91      |      107.39       |      107.76      |       2.02        |    [896]    |       [32768, 32768]       |    [128]    |      3.86e-07      |      4.66e-06      |      7.93e-07       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|    True     |   0.08   |        [[32, 8, 1, 128], [32, 1, 8, 128], [32, 1, 8, 80]]         |  bf16  |      106.79      |      107.16       |      107.44      |       2.04        |   [1792]    |       [65536, 65536]       |    [256]    |      7.72e-07      |      9.33e-06      |      1.59e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.12%     |
|    True     |   0.08   |         [[1, 8, 1, 128], [1, 1, 16, 128], [1, 1, 16, 80]]         |  bf16  |      93.74       |       94.53       |      94.96       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      2.75e-08      |      3.32e-07      |      5.66e-08       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[2, 8, 1, 128], [2, 1, 16, 128], [2, 1, 16, 80]]         |  bf16  |      105.52      |      106.35       |      106.80      |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      4.88e-08      |      5.90e-07      |      1.00e-07       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |         [[4, 8, 1, 128], [4, 1, 16, 128], [4, 1, 16, 80]]         |  bf16  |      106.35      |      106.98       |      107.81      |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      9.69e-08      |      1.17e-06      |      1.99e-07       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |         [[8, 8, 1, 128], [8, 1, 16, 128], [8, 1, 16, 80]]         |  bf16  |      106.36      |      106.91       |      107.24      |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.94e-07      |      2.34e-06      |      3.99e-07       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |       [[16, 8, 1, 128], [16, 1, 16, 128], [16, 1, 16, 80]]        |  bf16  |      106.75      |      107.30       |      108.06      |       2.02        |    [896]    |       [32768, 32768]       |    [128]    |      3.86e-07      |      4.67e-06      |      7.95e-07       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|    True     |   0.08   |       [[32, 8, 1, 128], [32, 1, 16, 128], [32, 1, 16, 80]]        |  bf16  |      106.96      |      107.30       |      107.68      |       2.04        |   [1792]    |       [65536, 65536]       |    [256]    |      7.71e-07      |      9.32e-06      |      1.59e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.12%     |
|    True     |   0.08   |         [[1, 8, 1, 128], [1, 1, 32, 128], [1, 1, 32, 80]]         |  bf16  |      93.96       |       94.46       |      94.91       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      2.74e-08      |      3.31e-07      |      5.64e-08       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[2, 8, 1, 128], [2, 1, 32, 128], [2, 1, 32, 80]]         |  bf16  |      106.75      |      107.09       |      107.48      |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      4.83e-08      |      5.83e-07      |      9.93e-08       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |         [[4, 8, 1, 128], [4, 1, 32, 128], [4, 1, 32, 80]]         |  bf16  |      106.49      |      106.95       |      107.19      |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      9.68e-08      |      1.17e-06      |      1.99e-07       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |         [[8, 8, 1, 128], [8, 1, 32, 128], [8, 1, 32, 80]]         |  bf16  |      106.20      |      106.69       |      107.45      |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.94e-07      |      2.35e-06      |      3.99e-07       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |       [[16, 8, 1, 128], [16, 1, 32, 128], [16, 1, 32, 80]]        |  bf16  |      107.21      |      107.39       |      107.71      |       2.02        |    [896]    |       [32768, 32768]       |    [128]    |      3.85e-07      |      4.65e-06      |      7.91e-07       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|    True     |   0.08   |       [[32, 8, 1, 128], [32, 1, 32, 128], [32, 1, 32, 80]]        |  bf16  |      107.64      |      108.16       |      108.69      |       2.04        |   [1792]    |       [65536, 65536]       |    [256]    |      7.66e-07      |      9.26e-06      |      1.58e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.12%     |
|    True     |   0.08   |         [[1, 8, 1, 128], [1, 1, 64, 128], [1, 1, 64, 80]]         |  bf16  |      94.46       |       94.93       |      95.38       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      2.73e-08      |      3.30e-07      |      5.61e-08       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[2, 8, 1, 128], [2, 1, 64, 128], [2, 1, 64, 80]]         |  bf16  |      106.71      |      107.21       |      107.69      |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      4.83e-08      |      5.84e-07      |      9.94e-08       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |         [[4, 8, 1, 128], [4, 1, 64, 128], [4, 1, 64, 80]]         |  bf16  |      106.31      |      106.85       |      107.34      |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      9.70e-08      |      1.17e-06      |      1.99e-07       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |         [[8, 8, 1, 128], [8, 1, 64, 128], [8, 1, 64, 80]]         |  bf16  |      106.00      |      106.54       |      106.84      |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.95e-07      |      2.35e-06      |      4.00e-07       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |       [[16, 8, 1, 128], [16, 1, 64, 128], [16, 1, 64, 80]]        |  bf16  |      106.86      |      107.15       |      107.57      |       2.02        |    [896]    |       [32768, 32768]       |    [128]    |      3.86e-07      |      4.66e-06      |      7.94e-07       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|    True     |   0.08   |       [[32, 8, 1, 128], [32, 1, 64, 128], [32, 1, 64, 80]]        |  bf16  |      108.24      |      108.62       |      109.07      |       2.04        |   [1792]    |       [65536, 65536]       |    [256]    |      7.62e-07      |      9.21e-06      |      1.57e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.12%     |
|    True     |   0.08   |        [[1, 8, 1, 128], [1, 1, 128, 128], [1, 1, 128, 80]]        |  bf16  |      94.60       |       94.73       |      94.93       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      2.72e-08      |      3.29e-07      |      5.60e-08       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |        [[2, 8, 1, 128], [2, 1, 128, 128], [2, 1, 128, 80]]        |  bf16  |      107.09      |      107.33       |      107.63      |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      4.81e-08      |      5.81e-07      |      9.90e-08       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |        [[4, 8, 1, 128], [4, 1, 128, 128], [4, 1, 128, 80]]        |  bf16  |      107.52      |      108.15       |      108.65      |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      9.59e-08      |      1.16e-06      |      1.97e-07       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |        [[8, 8, 1, 128], [8, 1, 128, 128], [8, 1, 128, 80]]        |  bf16  |      107.57      |      108.16       |      108.55      |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.92e-07      |      2.32e-06      |      3.94e-07       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |      [[16, 8, 1, 128], [16, 1, 128, 128], [16, 1, 128, 80]]       |  bf16  |      108.29      |      108.53       |      108.80      |       2.02        |    [896]    |       [32768, 32768]       |    [128]    |      3.81e-07      |      4.60e-06      |      7.83e-07       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|    True     |   0.08   |      [[32, 8, 1, 128], [32, 1, 128, 128], [32, 1, 128, 80]]       |  bf16  |      107.50      |      108.16       |      108.39      |       2.04        |   [1792]    |       [65536, 65536]       |    [256]    |      7.67e-07      |      9.27e-06      |      1.58e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.12%     |
|    True     |   0.08   |        [[1, 8, 1, 128], [1, 1, 256, 128], [1, 1, 256, 80]]        |  bf16  |      94.32       |       94.95       |      95.42       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      2.73e-08      |      3.30e-07      |      5.62e-08       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |        [[2, 8, 1, 128], [2, 1, 256, 128], [2, 1, 256, 80]]        |  bf16  |      110.50      |      110.76       |      110.91      |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      4.66e-08      |      5.64e-07      |      9.60e-08       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |        [[4, 8, 1, 128], [4, 1, 256, 128], [4, 1, 256, 80]]        |  bf16  |      110.81      |      111.46       |      111.71      |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      9.30e-08      |      1.12e-06      |      1.91e-07       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |        [[8, 8, 1, 128], [8, 1, 256, 128], [8, 1, 256, 80]]        |  bf16  |      112.04      |      112.45       |      112.89      |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.84e-07      |      2.22e-06      |      3.79e-07       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |      [[16, 8, 1, 128], [16, 1, 256, 128], [16, 1, 256, 80]]       |  bf16  |      111.68      |      111.96       |      112.19      |       2.02        |    [896]    |       [32768, 32768]       |    [128]    |      3.69e-07      |      4.46e-06      |      7.60e-07       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|    True     |   0.08   |      [[32, 8, 1, 128], [32, 1, 256, 128], [32, 1, 256, 80]]       |  bf16  |      138.20      |      138.38       |      138.51      |       2.04        |   [1792]    |       [65536, 65536]       |    [256]    |      5.97e-07      |      7.21e-06      |      1.23e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.09%     |
|    True     |   0.08   |        [[1, 8, 1, 128], [1, 1, 512, 128], [1, 1, 512, 80]]        |  bf16  |      94.81       |       95.26       |      95.80       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      2.72e-08      |      3.28e-07      |      5.59e-08       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |        [[2, 8, 1, 128], [2, 1, 512, 128], [2, 1, 512, 80]]        |  bf16  |      112.53      |      113.27       |      113.76      |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      4.58e-08      |      5.53e-07      |      9.42e-08       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |        [[4, 8, 1, 128], [4, 1, 512, 128], [4, 1, 512, 80]]        |  bf16  |      111.53      |      111.96       |      112.58      |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      9.24e-08      |      1.12e-06      |      1.90e-07       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |        [[8, 8, 1, 128], [8, 1, 512, 128], [8, 1, 512, 80]]        |  bf16  |      112.08      |      112.52       |      112.77      |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.84e-07      |      2.22e-06      |      3.78e-07       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |      [[16, 8, 1, 128], [16, 1, 512, 128], [16, 1, 512, 80]]       |  bf16  |      150.19      |      150.27       |      150.34      |       2.02        |    [896]    |       [32768, 32768]       |    [128]    |      2.75e-07      |      3.32e-06      |      5.65e-07       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |      [[32, 8, 1, 128], [32, 1, 512, 128], [32, 1, 512, 80]]       |  bf16  |      257.28      |      257.50       |      257.65      |       2.04        |   [1792]    |       [65536, 65536]       |    [256]    |      3.21e-07      |      3.87e-06      |      6.59e-07       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|    True     |   0.08   |       [[1, 8, 1, 128], [1, 1, 1024, 128], [1, 1, 1024, 80]]       |  bf16  |      97.94       |       98.25       |      98.70       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      2.63e-08      |      3.18e-07      |      5.41e-08       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |       [[2, 8, 1, 128], [2, 1, 1024, 128], [2, 1, 1024, 80]]       |  bf16  |      112.66      |      113.04       |      113.28      |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      4.58e-08      |      5.53e-07      |      9.41e-08       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |       [[4, 8, 1, 128], [4, 1, 1024, 128], [4, 1, 1024, 80]]       |  bf16  |      111.83      |      112.07       |      112.23      |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      9.22e-08      |      1.11e-06      |      1.90e-07       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |       [[8, 8, 1, 128], [8, 1, 1024, 128], [8, 1, 1024, 80]]       |  bf16  |      151.93      |      152.04       |      152.14      |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.36e-07      |      1.64e-06      |      2.79e-07       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |     [[16, 8, 1, 128], [16, 1, 1024, 128], [16, 1, 1024, 80]]      |  bf16  |      261.93      |      262.25       |      262.42      |       2.02        |    [896]    |       [32768, 32768]       |    [128]    |      1.57e-07      |      1.90e-06      |      3.24e-07       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |     [[32, 8, 1, 128], [32, 1, 1024, 128], [32, 1, 1024, 80]]      |  bf16  |      477.40      |      477.78       |      478.03      |       2.04        |   [1792]    |       [65536, 65536]       |    [256]    |      1.73e-07      |      2.09e-06      |      3.55e-07       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |          [[1, 8, 1, 128], [1, 8, 1, 128], [1, 8, 1, 80]]          |  bf16  |      15.19       |       15.53       |      15.79       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      1.70e-07      |      2.05e-06      |      3.49e-07       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |          [[2, 8, 1, 128], [2, 8, 1, 128], [2, 8, 1, 80]]          |  bf16  |      15.17       |       15.42       |      15.80       |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      3.40e-07      |      4.10e-06      |      6.99e-07       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|    True     |   0.08   |          [[4, 8, 1, 128], [4, 8, 1, 128], [4, 8, 1, 80]]          |  bf16  |      15.37       |       15.59       |      15.87       |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      6.71e-07      |      8.10e-06      |      1.38e-06       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.11%     |
|    True     |   0.08   |          [[8, 8, 1, 128], [8, 8, 1, 128], [8, 8, 1, 80]]          |  bf16  |      15.23       |       15.45       |      15.81       |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.35e-06      |      1.64e-05      |      2.78e-06       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.22%     |
|    True     |   0.08   |        [[16, 8, 1, 128], [16, 8, 1, 128], [16, 8, 1, 80]]         |  bf16  |      15.75       |       15.98       |      16.30       |       2.03        |    [896]    |       [32768, 32768]       |    [128]    |      2.62e-06      |      3.16e-05      |      5.39e-06       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.42%     |
|    True     |   0.08   |        [[32, 8, 1, 128], [32, 8, 1, 128], [32, 8, 1, 80]]         |  bf16  |      24.36       |       24.46       |      24.52       |       2.05        |   [1792]    |       [65536, 65536]       |    [256]    |      3.39e-06      |      4.09e-05      |      6.96e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.54%     |
|    True     |   0.08   |          [[1, 8, 1, 128], [1, 8, 4, 128], [1, 8, 4, 80]]          |  bf16  |      15.28       |       15.52       |      15.78       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      1.69e-07      |      2.04e-06      |      3.47e-07       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |          [[2, 8, 1, 128], [2, 8, 4, 128], [2, 8, 4, 80]]          |  bf16  |      15.21       |       15.51       |      15.93       |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      3.39e-07      |      4.09e-06      |      6.97e-07       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|    True     |   0.08   |          [[4, 8, 1, 128], [4, 8, 4, 128], [4, 8, 4, 80]]          |  bf16  |      15.38       |       15.68       |      15.89       |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      6.70e-07      |      8.10e-06      |      1.38e-06       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.11%     |
|    True     |   0.08   |          [[8, 8, 1, 128], [8, 8, 4, 128], [8, 8, 4, 80]]          |  bf16  |      15.36       |       15.64       |      15.85       |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.34e-06      |      1.62e-05      |      2.76e-06       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.21%     |
|    True     |   0.08   |        [[16, 8, 1, 128], [16, 8, 4, 128], [16, 8, 4, 80]]         |  bf16  |      15.84       |       15.97       |      16.14       |       2.03        |    [896]    |       [32768, 32768]       |    [128]    |      2.60e-06      |      3.14e-05      |      5.35e-06       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.41%     |
|    True     |   0.08   |        [[32, 8, 1, 128], [32, 8, 4, 128], [32, 8, 4, 80]]         |  bf16  |      24.40       |       24.45       |      24.51       |       2.05        |   [1792]    |       [65536, 65536]       |    [256]    |      3.38e-06      |      4.08e-05      |      6.95e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.54%     |
|    True     |   0.08   |          [[1, 8, 1, 128], [1, 8, 8, 128], [1, 8, 8, 80]]          |  bf16  |      15.52       |       15.64       |      15.79       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      1.66e-07      |      2.01e-06      |      3.42e-07       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |          [[2, 8, 1, 128], [2, 8, 8, 128], [2, 8, 8, 80]]          |  bf16  |      15.50       |       15.70       |      15.86       |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      3.32e-07      |      4.02e-06      |      6.84e-07       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|    True     |   0.08   |          [[4, 8, 1, 128], [4, 8, 8, 128], [4, 8, 8, 80]]          |  bf16  |      15.37       |       15.63       |      15.80       |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      6.71e-07      |      8.10e-06      |      1.38e-06       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.11%     |
|    True     |   0.08   |          [[8, 8, 1, 128], [8, 8, 8, 128], [8, 8, 8, 80]]          |  bf16  |      15.35       |       15.58       |      15.93       |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.34e-06      |      1.62e-05      |      2.76e-06       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.21%     |
|    True     |   0.08   |        [[16, 8, 1, 128], [16, 8, 8, 128], [16, 8, 8, 80]]         |  bf16  |      15.85       |       15.92       |      16.06       |       2.03        |    [896]    |       [32768, 32768]       |    [128]    |      2.60e-06      |      3.14e-05      |      5.35e-06       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.41%     |
|    True     |   0.08   |        [[32, 8, 1, 128], [32, 8, 8, 128], [32, 8, 8, 80]]         |  bf16  |      24.31       |       24.45       |      24.61       |       2.05        |   [1792]    |       [65536, 65536]       |    [256]    |      3.39e-06      |      4.10e-05      |      6.98e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.54%     |
|    True     |   0.08   |         [[1, 8, 1, 128], [1, 8, 16, 128], [1, 8, 16, 80]]         |  bf16  |      15.31       |       15.54       |      15.82       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      1.68e-07      |      2.03e-06      |      3.46e-07       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |         [[2, 8, 1, 128], [2, 8, 16, 128], [2, 8, 16, 80]]         |  bf16  |      15.30       |       15.59       |      15.94       |       2.00        |    [112]    |        [4096, 4096]        |    [16]     |      3.37e-07      |      4.07e-06      |      6.93e-07       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|    True     |   0.08   |         [[4, 8, 1, 128], [4, 8, 16, 128], [4, 8, 16, 80]]         |  bf16  |      15.30       |       15.56       |      15.82       |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      6.74e-07      |      8.14e-06      |      1.39e-06       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.11%     |
|    True     |   0.08   |         [[8, 8, 1, 128], [8, 8, 16, 128], [8, 8, 16, 80]]         |  bf16  |      15.27       |       15.61       |      15.90       |       2.01        |    [448]    |       [16384, 16384]       |    [64]     |      1.35e-06      |      1.63e-05      |      2.78e-06       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.22%     |
|    True     |   0.08   |       [[16, 8, 1, 128], [16, 8, 16, 128], [16, 8, 16, 80]]        |  bf16  |      15.78       |       15.93       |      16.10       |       2.03        |    [896]    |       [32768, 32768]       |    [128]    |      2.61e-06      |      3.16e-05      |      5.38e-06       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.42%     |
|    True     |   0.08   |       [[32, 8, 1, 128], [32, 8, 16, 128], [32, 8, 16, 80]]        |  bf16  |      24.37       |       24.49       |      24.69       |       2.05        |   [1792]    |       [65536, 65536]       |    [256]    |      3.38e-06      |      4.09e-05      |      6.96e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.54%     |
